Round,Race,Date,TrackType,Driver,DriverCode,DriverNumber,Team,GridPosition,Position,Points,Status,Time,QualifyingPosition,Season,GlobalRound
19,United States,2025-10-19,balanced,C SAINZ,SAI,55,Williams,9.0,20.0,0.0,Retired,,9.0,2025,19
20,Mexico,2025-10-26,balanced,L NORRIS,NOR,4,McLaren,1.0,1.0,25.0,Finished,0 days 01:37:58.574000,1.0,2025,20
20,Mexico,2025-10-26,balanced,C LECLERC,LEC,16,Ferrari,2.0,2.0,18.0,Finished,0 days 00:00:30.324000,2.0,2025,20
20,Mexico,2025-10-26,balanced,M VERSTAPPEN,VER,1,Red Bull Racing,5.0,3.0,15.0,Finished,0 days 00:00:31.049000,5.0,2025,20
20,Mexico,2025-10-26,balanced,O BEARMAN,BEA,87,Haas F1 Team,9.0,4.0,12.0,Finished,0 days 00:00:40.955000,10.0,2025,20
20,Mexico,2025-10-26,balanced,O PIASTRI,PIA,81,McLaren,7.0,5.0,10.0,Finished,0 days 00:00:42.065000,8.0,2025,20
20,Mexico,2025-10-26,balanced,K ANTONELLI,ANT,12,Mercedes,6.0,6.0,8.0,Finished,0 days 00:00:47.837000,6.0,2025,20
20,Mexico,2025-10-26,balanced,G RUSSELL,RUS,63,Mercedes,4.0,7.0,6.0,Finished,0 days 00:00:50.287000,4.0,2025,20
20,Mexico,2025-10-26,balanced,L HAMILTON,HAM,44,Ferrari,3.0,8.0,4.0,Finished,0 days 00:00:56.446000,3.0,2025,20
20,Mexico,2025-10-26,balanced,E OCON,OCO,31,Haas F1 Team,11.0,9.0,2.0,Finished,0 days 00:01:15.464000,12.0,2025,20
20,Mexico,2025-10-26,balanced,G BORTOLETO,BOR,5,Kick Sauber,16.0,10.0,1.0,Finished,0 days 00:01:16.863000,16.0,2025,20
20,Mexico,2025-10-26,balanced,Y TSUNODA,TSU,22,Red Bull Racing,10.0,11.0,0.0,Finished,0 days 00:01:19.048000,11.0,2025,20
20,Mexico,2025-10-26,balanced,A ALBON,ALB,23,Williams,17.0,12.0,0.0,Lapped,0 days 00:00:02.450000,17.0,2025,20
20,Mexico,2025-10-26,balanced,I HADJAR,HAD,6,Racing Bulls,8.0,13.0,0.0,Lapped,0 days 00:00:06.656000,9.0,2025,20
20,Mexico,2025-10-26,balanced,L STROLL,STR,18,Aston Martin,19.0,14.0,0.0,Lapped,0 days 00:00:07.035000,19.0,2025,20
20,Mexico,2025-10-26,balanced,P GASLY,GAS,10,Alpine,18.0,15.0,0.0,Lapped,0 days 00:00:44.080000,18.0,2025,20
20,Mexico,2025-10-26,balanced,F COLAPINTO,COL,43,Alpine,20.0,16.0,0.0,Lapped,0 days 00:00:44.376000,20.0,2025,20
20,Mexico,2025-10-26,balanced,C SAINZ,SAI,55,Williams,12.0,17.0,0.0,Retired,,7.0,2025,20
20,Mexico,2025-10-26,balanced,F ALONSO,ALO,14,Aston Martin,14.0,18.0,0.0,Retired,,14.0,2025,20
20,Mexico,2025-10-26,balanced,N HULKENBERG,HUL,27,Kick Sauber,13.0,19.0,0.0,Retired,,13.0,2025,20
20,Mexico,2025-10-26,balanced,L LAWSON,LAW,30,Racing Bulls,15.0,20.0,0.0,Retired,,15.0,2025,20
21,Brazil,2025-11-09,balanced,L NORRIS,NOR,4,McLaren,1.0,1.0,25.0,Finished,0 days 01:32:01.596000,1.0,2025,21
21,Brazil,2025-11-09,balanced,K ANTONELLI,ANT,12,Mercedes,2.0,2.0,18.0,Finished,0 days 00:00:10.388000,2.0,2025,21
21,Brazil,2025-11-09,balanced,M VERSTAPPEN,VER,1,Red Bull Racing,19.0,3.0,15.0,Finished,0 days 00:00:10.750000,16.0,2025,21
21,Brazil,2025-11-09,balanced,G RUSSELL,RUS,63,Mercedes,6.0,4.0,12.0,Finished,0 days 00:00:15.267000,6.0,2025,21
21,Brazil,2025-11-09,balanced,O PIASTRI,PIA,81,McLaren,4.0,5.0,10.0,Finished,0 days 00:00:15.749000,4.0,2025,21
21,Brazil,2025-11-09,balanced,O BEARMAN,BEA,87,Haas F1 Team,8.0,6.0,8.0,Finished,0 days 00:00:29.630000,8.0,2025,21
21,Brazil,2025-11-09,balanced,L LAWSON,LAW,30,Racing Bulls,7.0,7.0,6.0,Finished,0 days 00:00:52.642000,7.0,2025,21
21,Brazil,2025-11-09,balanced,I HADJAR,HAD,6,Racing Bulls,5.0,8.0,4.0,Finished,0 days 00:00:52.873000,5.0,2025,21
21,Brazil,2025-11-09,balanced,N HULKENBERG,HUL,27,Kick Sauber,10.0,9.0,2.0,Finished,0 days 00:00:53.324000,10.0,2025,21
21,Brazil,2025-11-09,balanced,P GASLY,GAS,10,Alpine,9.0,10.0,1.0,Finished,0 days 00:00:53.914000,9.0,2025,21
21,Brazil,2025-11-09,balanced,A ALBON,ALB,23,Williams,12.0,11.0,0.0,Finished,0 days 00:00:54.184000,12.0,2025,21
21,Brazil,2025-11-09,balanced,E OCON,OCO,31,Haas F1 Team,20.0,12.0,0.0,Finished,0 days 00:00:54.696000,17.0,2025,21
21,Brazil,2025-11-09,balanced,C SAINZ,SAI,55,Williams,15.0,13.0,0.0,Finished,0 days 00:00:55.420000,15.0,2025,21
21,Brazil,2025-11-09,balanced,F ALONSO,ALO,14,Aston Martin,11.0,14.0,0.0,Finished,0 days 00:00:55.766000,11.0,2025,21
21,Brazil,2025-11-09,balanced,F COLAPINTO,COL,43,Alpine,16.0,15.0,0.0,Finished,0 days 00:00:57.777000,18.0,2025,21
21,Brazil,2025-11-09,balanced,L STROLL,STR,18,Aston Martin,14.0,16.0,0.0,Finished,0 days 00:00:58.247000,14.0,2025,21
21,Brazil,2025-11-09,balanced,Y TSUNODA,TSU,22,Red Bull Racing,17.0,17.0,0.0,Finished,0 days 00:01:09.176000,19.0,2025,21
21,Brazil,2025-11-09,balanced,L HAMILTON,HAM,44,Ferrari,13.0,18.0,0.0,Retired,,13.0,2025,21
21,Brazil,2025-11-09,balanced,C LECLERC,LEC,16,Ferrari,3.0,19.0,0.0,Retired,,3.0,2025,21
21,Brazil,2025-11-09,balanced,G BORTOLETO,BOR,5,Kick Sauber,18.0,20.0,0.0,Retired,,18.0,2025,21
22,Las Vegas,2025-11-22,high_speed,M VERSTAPPEN,VER,1,Red Bull Racing,2.0,1.0,25.0,Finished,0 days 01:21:08.429000,2.0,2025,22
22,Las Vegas,2025-11-22,high_speed,G RUSSELL,RUS,63,Mercedes,4.0,2.0,18.0,Finished,0 days 00:00:23.546000,4.0,2025,22
22,Las Vegas,2025-11-22,high_speed,K ANTONELLI,ANT,12,Mercedes,17.0,3.0,15.0,Finished,0 days 00:00:30.488000,17.0,2025,22
22,Las Vegas,2025-11-22,high_speed,C LECLERC,LEC,16,Ferrari,9.0,4.0,12.0,Finished,0 days 00:00:30.678000,9.0,2025,22
22,Las Vegas,2025-11-22,high_speed,C SAINZ,SAI,55,Williams,3.0,5.0,10.0,Finished,0 days 00:00:34.924000,3.0,2025,22
22,Las Vegas,2025-11-22,high_speed,I HADJAR,HAD,6,Racing Bulls,8.0,6.0,8.0,Finished,0 days 00:00:45.257000,8.0,2025,22
22,Las Vegas,2025-11-22,high_speed,N HULKENBERG,HUL,27,Kick Sauber,11.0,7.0,6.0,Finished,0 days 00:00:51.134000,11.0,2025,22
22,Las Vegas,2025-11-22,high_speed,L HAMILTON,HAM,44,Ferrari,19.0,8.0,4.0,Finished,0 days 00:00:59.369000,20.0,2025,22
22,Las Vegas,2025-11-22,high_speed,E OCON,OCO,31,Haas F1 Team,13.0,9.0,2.0,Finished,0 days 00:01:00.635000,13.0,2025,22
22,Las Vegas,2025-11-22,high_speed,O BEARMAN,BEA,87,Haas F1 Team,14.0,10.0,1.0,Finished,0 days 00:01:10.549000,14.0,2025,22
22,Las Vegas,2025-11-22,high_speed,F ALONSO,ALO,14,Aston Martin,7.0,11.0,0.0,Finished,0 days 00:01:25.308000,7.0,2025,22
22,Las Vegas,2025-11-22,high_speed,Y TSUNODA,TSU,22,Red Bull Racing,20.0,12.0,0.0,Finished,0 days 00:01:26.974000,19.0,2025,22
22,Las Vegas,2025-11-22,high_speed,P GASLY,GAS,10,Alpine,10.0,13.0,0.0,Finished,0 days 00:01:31.702000,10.0,2025,22
22,Las Vegas,2025-11-22,high_speed,L LAWSON,LAW,30,Racing Bulls,6.0,14.0,0.0,Lapped,0 days 00:00:03.291000,6.0,2025,22
22,Las Vegas,2025-11-22,high_speed,F COLAPINTO,COL,43,Alpine,15.0,15.0,0.0,Lapped,0 days 00:00:10.459000,15.0,2025,22
22,Las Vegas,2025-11-22,high_speed,A ALBON,ALB,23,Williams,16.0,16.0,0.0,Retired,,16.0,2025,22
22,Las Vegas,2025-11-22,high_speed,G BORTOLETO,BOR,5,Kick Sauber,18.0,17.0,0.0,Retired,,18.0,2025,22
22,Las Vegas,2025-11-22,high_speed,L STROLL,STR,18,Aston Martin,12.0,18.0,0.0,Retired,,12.0,2025,22
22,Las Vegas,2025-11-22,high_speed,L NORRIS,NOR,4,McLaren,1.0,19.0,0.0,Disqualified,,1.0,2025,22
22,Las Vegas,2025-11-22,high_speed,O PIASTRI,PIA,81,McLaren,5.0,20.0,0.0,Disqualified,,5.0,2025,22
